"city, province_name",utm easting,utm northing,zone number,zone letter,population,density
"Montmagny, Quebec",382124.6203989127,5204474.207208552,19,T,11491,91.1
"Erin, Ontario",575119.2273840742,4846384.480687126,17,T,11439,38.4
"Kincardine, Ontario",449368.0814398895,4890583.083231615,17,T,11389,21.2
"North Dundas, Ontario",472454.64635231113,4992263.619826623,18,T,11278,22.4
"Wellesley, Ontario",522884.29440461943,4821933.288054739,17,T,11260,40.5
"Estevan, Saskatchewan",646886.4779094814,5444882.916399616,13,U,11258,586.6
"North Saanich, British Columbia",469043.6110640133,5384654.796355154,10,U,11249,301.8
"Warman, Saskatchewan",392029.0746601708,5798023.347930778,13,U,11020,844.6
"La Tuque, Quebec",570567.4462765168,5323980.915807023,18,U,11001.00,0.40
"Norwich, Ontario",532612.1880615101,4759037.906100068,17,T,11001,25.5
"Meaford, Ontario",521435.0220102337,4936330.896763568,17,T,10991,18.7
"Adjala-Tosorontio, Ontario",585330.1750021857,4887231.4891846115,17,T,10975,29.5
"Hamilton Township, Ontario",722973.1650200003,4881638.230381552,17,T,10942.00,42.70
"St. Clements, Manitoba",665743.4572737446,5571116.673595956,14,U,10876,14.9
"Saint-Amable, Quebec",632462.0256684483,5056566.712640675,18,T,10870,296.3
"Weyburn, Saskatchewan",582813.7196384287,5501583.500731859,13,U,10870,688.8
"South Dundas, Ontario",478949.5249401986,4973731.4869337985,18,T,10833,20.8
"L’Île-Perrot, Quebec",582202.3806798946,5026067.794139832,18,T,10756,1955.6
"Notre-Dame-de-l'Île-Perrot, Quebec",583534.226969902,5024240.81910362,18,T,10756,386.9
"Williams Lake, British Columbia",558984.9101020861,5775780.759385435,10,U,10753,327.0
"Elliot Lake, Ontario",373122.59350097814,5137958.989584399,17,T,10741,15.9
"Cantley, Quebec",438875.60991651943,5046205.084997479,18,T,10699,83.4
"Nelson, British Columbia",479486.9452028143,5483079.390598237,11,U,10664,1552.3
"Lambton Shores, Ontario",426860.7255212973,4781563.398920304,17,T,10631,32.1
"Mapleton, Ontario",526727.5892603854,4842582.92861125,17,T,10527.00,19.70
"Georgian Bluffs, Ontario",497359.52140610886,4944071.572464027,17,T,10479,17.3
"Rawdon, Quebec",599279.0526785051,5100403.373390098,18,T,10416,55.7
"Campbellton, New Brunswick",673554.5605943198,5319475.840350763,19,U,10411,370.5
"View Royal, British Columbia",467916.60113007127,5366597.704933684,10,U,10408,724.8
"Coldstream, British Columbia",339629.07973847527,5565510.231183495,11,U,10314,155.6
"Chester, Nova Scotia",396918.1305368217,4944892.947452061,20,T,10310,9.2
"Queens, Nova Scotia",362441.3785421896,4877004.021425029,20,T,10307,4.3
"Selkirk, Manitoba",651196.3937961722,5556740.786783195,14,U,10278,413.4
"Saint-Félicien, Quebec",687808.9780460405,5391687.456762051,18,U,10278,28.3
"Hawkesbury, Ontario",531195.3474012555,5049684.112754107,18,T,10263,1067.3
"Roberval, Quebec",704534.8244732916,5377804.1701159375,18,U,10227,66.8
"Sainte-Agathe-des-Monts, Quebec",555700.9756168318,5099854.832467194,18,T,10223,78.6
"North Dumfries, Ontario",550272.1965626997,4796537.863997246,17,T,10215,54.5
"Rideau Lakes, Ontario",403551.0062498474,4946646.03531622,18,T,10207,14.0
"Sechelt, British Columbia",445361.7411913626,5480445.871958138,10,U,10200,212.9
"North Glengarry, Ontario",520897.8146840935,5020011.4823397305,18,T,10109,15.7
"South Huron, Ontario",459457.9227258791,4796472.615944627,17,T,10096,23.4
"Marieville, Quebec",643398.5463742155,5032721.095480014,18,T,10094,160.8
"Tay, Ontario",597680.8013139603,4952219.897305883,17,T,10033,72.1
"Temiskaming Shores, Ontario",599132.9887452007,5263425.818909463,17,T,9920,55.7
"Hinton, Alberta",462517.3350333787,5918185.08088298,11,U,9882,294.8
"Saint-Sauveur, Quebec",564384.4337143605,5083271.809616993,18,T,9881,206.8
"Quesnel, British Columbia",534061.9578787744,5869988.106584917,10,U,9879,279.2
"Elizabethtown-Kitley, Ontario",430020.08488978306,4950004.524129373,18,T,9854,17.7
"Morinville, Alberta",325509.8277202306,5964771.655434453,12,U,9848,882.8
"Grey Highlands, Ontario",539861.9767795,4909014.371722658,17,T,9804,11.1
"Stratford, Prince Edward Island",493112.33795676334,5118128.682054724,20,T,9706,430.8
"Alfred and Plantagenet, Ontario",506500.273900727,5045910.09829781,18,T,9680,24.7
"Mont-Tremblant, Quebec",530907.7361370907,5107091.5571235055,18,T,9646,40.5
"Martensville, Saskatchewan",386324.2338627246,5794568.441279305,13,U,9645,1421.2
"Saint-Raymond, Quebec",284200.9033574434,5197949.024851407,19,T,9615,14.3
"Amherst, Nova Scotia",405477.68283184536,5074401.689951167,20,T,9550,779.7
"Ramara, Ontario",641445.2671966611,4943762.737063381,17,T,9488,22.7
"Bois-des-Filion, Quebec",597369.7343273603,5057776.455169759,18,T,9485,2216.2
"Leeds and the Thousand Islands, Ontario",414068.97966133803,4922422.508921895,18,T,9465,15.1
"Carignan, Quebec",632932.7877014542,5034347.272987055,18,T,9462,151.9
"Brockton, Ontario",482674.9871037629,4890410.941365787,17,T,9461,16.7
"Laurentian Valley, Ontario",327081.4081547208,5070687.487617643,18,T,9387,17.0
"East St. Paul, Manitoba",642658.4761465113,5537992.936840398,14,U,9372,222.6
"Lorraine, Quebec",594747.7918082135,5059580.768950999,18,T,9352,1570.0
"Sainte-Julienne, Quebec",599166.6463466055,5091510.772051759,18,T,9331,94.0
"Blackfalds, Alberta",309443.8229215683,5807360.813596469,12,U,9328,567.3
"Malahide, Ontario",505225.85046235303,4737807.986348033,17,T,9292,23.5
"Oromocto, New Brunswick",695751.6289508133,5080339.531852384,19,T,9223,411.0
"Olds, Alberta",699522.473217001,5741953.261304628,11,U,9184,615.3
"Huron East, Ontario",477412.20931811765,4830817.174483994,17,T,9138,13.8
"Stanley, Manitoba",568161.6469784304,5442672.38094397,14,U,9038.00,10.80
"Penetanguishene, Ontario",584412.8021670036,4957587.650994089,17,T,8962,350.3
"Qualicum Beach, British Columbia",395902.984908532,5467352.7599504115,10,U,8943,497.4
"Notre-Dame-des-Prairies, Quebec",621203.3560747278,5100796.026132133,18,T,8868,487.3
"West Perth, Ontario",483823.1293298724,4813029.073068326,17,T,8865,15.3
"Cavan Monaghan, Ontario",702423.5049539928,4897207.655605141,17,T,8829,28.8
"Arnprior, Ontario",394404.4917645176,5031972.734509356,18,T,8795,672.7
"Smiths Falls, Ontario",419729.20329671813,4972344.509099599,18,T,8780,909.1
"Pont-Rouge, Quebec",293780.0184778492,5180923.517338492,19,T,8723,72.0
"Champlain, Ontario",527328.2537667973,5042255.6176126385,18,T,8706,42.0
"Coaticook, Quebec",279829.76391725993,5001572.95247402,19,T,8698,39.6
"Minto, Ontario",510702.15039472765,4862629.596225834,17,T,8671,28.8
"Morden, Manitoba",565530.8973339369,5449178.06698639,14,U,8668,401.0
"Mono, Ontario",574805.6254379587,4874151.050562215,17,T,8609,31.0
"Corman Park No. 344, Saskatchewan",377052.2037357398,5788046.8509042375,13,U,8568.00,4.50
"Ladysmith, British Columbia",439998.4668209509,5427502.028660169,10,U,8537,711.9
"Bridgewater, Nova Scotia",378894.89229769673,4914092.733485415,20,T,8532,625.9
"Dauphin, Manitoba",425709.51249114476,5672514.314793478,14,U,8457.00,670.70
"Otterburn Park, Quebec",639240.9863538827,5043742.7223444125,18,T,8450,1580.6
"Taber, Alberta",417158.72263057146,5515328.442836201,12,U,8428,537.9
"South Bruce Peninsula, Ontario",484163.9851839979,4953343.558268425,17,T,8416,15.8
"Edson, Alberta",537445.324201463,5937131.764707108,11,U,8414,283.1
"Farnham, Quebec",658161.304264237,5016400.561326624,18,T,8330,90.5
"Kapuskasing, Ontario",396043.8156520338,5474767.625946456,17,U,8292,98.3
"La Malbaie, Quebec",413637.0730156374,5278040.945699078,19,T,8271,18.0
"Renfrew, Ontario",368439.2067944129,5036730.236397232,18,T,8223,643.4
"Coaldale, Alberta",383498.6785075785,5510232.789343699,12,U,8215,1028.5
"Portugal Cove-St. Philip's, Newfoundland and Labrador",360964.13479064085,5276525.501273052,22,T,8147,128.4
"Zorra, Ontario",504065.4899107707,4777473.473444503,17,T,8138,15.4
"Kitimat, British Columbia",519664.83533897036,5983563.312814042,9,U,8131,34.7
"Shelburne, Ontario",564049.5535314726,4881435.950477858,17,T,8126,907.1
"Happy Valley, Newfoundland and Labrador",669989.2515829757,5913088.592043824,20,U,8109.00,26.50
"Saint-Hippolyte, Quebec",575979.1880546941,5086736.9453286,18,T,8083,67.0
"Castlegar, British Columbia",451598.2965660237,5463865.602127464,11,U,8039,408.6
"Church Point, Nova Scotia",729870.3944211472,4912936.523514088,19,T,8018,9.4
"Drumheller, Alberta",380560.68046083837,5702783.035543568,12,U,7982,73.9
"Kirkland Lake, Ontario",571901.8154612542,5333424.169132928,17,U,7981,30.4
"Argyle, Nova Scotia",270733.5306611824,4853607.995473705,20,T,7899,5.2
"Torbay, Newfoundland and Labrador",369833.30803527177,5278855.6764689945,22,T,7899,212.1
"La Pêche, Quebec",423427.66664838034,5059331.072320538,18,T,7863,13.4
"Banff, Alberta",599822.8751870397,5670599.908311474,11,U,7847,1646.0
"Innisfail, Alberta",297652.87875109515,5768850.270233801,12,U,7847,404.6
"Nicolet, Quebec",683820.4957439788,5120885.750922226,18,T,7828,81.5
"Rockwood, Manitoba",622040.7071996183,5571789.440409664,14,U,7823,6.5
"Drummond/North Elmsley, Ontario",405366.85736026854,4979951.587471948,18,T,7773,21.2
"Dryden, Ontario",512000.51183317724,5514550.789658618,15,U,7749,117.1
"Iqaluit, Nunavut",524137.7781152604,7070340.910088988,19,V,7740.00,147.40
"Fort Frances, Ontario",470519.17739828996,5384924.775589766,15,U,7739,303.4
"La Sarre, Quebec",632180.0262350581,5406785.582596058,17,U,7719,51.9
"Trail, British Columbia",448167.833000892,5438259.2962598605,11,U,7709,220.7
"Chandler, Quebec",375287.14216075366,5356571.535191304,20,U,7703,18.4
"Stone Mills, Ontario",347495.9062556372,4923641.982810446,18,T,7702,10.9
"Hanover, Ontario",497336.9375489748,4888533.769152564,17,T,7688,763.8
"South-West Oxford, Ontario",516314.8846712323,4755281.807300526,17,T,7664,20.7
"Acton Vale, Quebec",689599.2830123248,5058041.1124931285,18,T,7664,84.2
"Bromont, Quebec",684192.2690748987,5020819.198273099,18,T,7649,66.9
"Beckwith, Ontario",416049.63776988874,4992757.459921239,18,T,7644,31.8
"Goderich, Ontario",443627.2749863761,4842489.817424318,17,T,7628,882.8
"Plympton-Wyoming, Ontario",411725.5462626921,4763238.652695606,17,T,7576,23.8
"Central Huron, Ontario",454017.6832631349,4830936.914072696,17,T,7576,16.9
"Rigaud, Quebec",554704.9044906986,5036879.47279869,18,T,7566,74.1
"Louiseville, Quebec",658018.3967568642,5123867.289003012,18,T,7517,120.1
"Chibougamau, Quebec",545464.973953108,5529561.344746234,18,U,7504,10.7
"Aylmer, Ontario",501366.32806602394,4734907.893172316,17,T,7492,1197.6
"Delson, Quebec",613544.1245001175,5025076.629150314,18,T,7462,982.6
"Kimberley, British Columbia",573779.7729235907,5502409.382382557,11,U,7425,122.5
"Blandford-Blenheim, Ontario",532479.7334819507,4786800.554217265,17,T,7399,19.4
"Bayham, Ontario",517739.0636183736,4731221.671064799,17,T,7396,30.2
"Augusta, Ontario",452482.7760865058,4955476.623186477,18,T,7353,23.4
"Puslinch, Ontario",567423.2772139412,4811125.703008579,17,T,7336,34.2
"Beauport, Quebec",325035.73078818247,5204031.227251415,19,T,7281,118.8
"Saint-Rémi, Quebec",608518.1451957792,5013508.7757148715,18,T,7265,92.2
"St. Marys, Ontario",489180.55917398096,4789507.846698455,17,T,7265,583.5
"Drayton Valley, Alberta",635065.0003212197,5898899.194601273,11,U,7235,235.5
"Ponoka, Alberta",326505.3931979935,5840132.673102507,12,U,7229,417.1
"Labrador City, Newfoundland and Labrador",639964.0709076067,5868739.704689431,19,U,7220,186.0
"Donnacona, Quebec",291244.2651427328,5172634.2309625475,19,T,7200,357.6
"Southgate, Ontario",533352.3978974724,4883064.121030065,17,T,7190,11.4
"McNab/Braeside, Ontario",382706.3092357042,5034035.963599575,18,T,7178,28.1
"Macdonald, Manitoba",612036.550422261,5503376.3150490485,14,U,7162,6.2
"Hampstead, Quebec",606807.3038266486,5037549.59241523,18,T,7153,3996.5
"Baie-Saint-Paul, Quebec",386923.7282767515,5256263.490745522,19,T,7146,13.1
"Merritt, British Columbia",658027.8776193811,5553511.826076845,10,U,7139,273.9
"Bluewater, Ontario",451453.34461209533,4810963.3184832195,17,T,7136,17.1
"East Zorra-Tavistock, Ontario",517595.8891993447,4786745.686988913,17,T,7129,29.4
"Brownsburg, Quebec",543097.0361126923,5057565.47961398,18,T,7122.00,28.80
"Stoneham-et-Tewkesbury, Quebec",315587.25699510565,5226561.664515385,19,T,7106,10.6
"Asbestos, Quebec",271917.63580300554,5072311.86882048,19,T,7096,239.1
"Huron-Kinloss, Ontario",457279.0485661605,4877564.493925971,17,T,7069,16.0
"Coteau-du-Lac, Quebec",564290.3754759674,5016604.493015871,18,T,7044,150.2
"The Blue Mountains, Ontario",549040.2735216599,4925739.120721141,17,T,7025,24.5
"Whitewater Region, Ontario",357321.1735424367,5064206.124949846,18,T,7009,13.0
"Edwardsburgh/Cardinal, Ontario",460478.24604979693,4964553.998959292,18,T,6959,22.3
"Sainte-Anne-des-Monts, Quebec",682359.5729413221,5445283.825169938,19,U,6933,26.3
"Old Chelsea, Quebec",438803.30740812613,5038794.877300202,18,T,6909,60.7
"North Stormont, Ontario",500000.0,5007023.482377442,18,T,6873,13.3
"Alnwick/Haldimand, Ontario",737523.0463216922,4885404.911171577,17,T,6869,17.25
"Peace River, Alberta",482041.34803427395,6232150.263804306,11,V,6842,260.6
"Arran-Elderslie, Ontario",484073.29702064017,4916320.970280874,17,T,6803,14.8
"Saint-Zotique, Quebec",558853.8384423498,5010996.411522492,18,T,6773,268.8
"Val-Shefford, Quebec",690609.4534280362,5024712.47440429,18,T,6711,56.7
"Douro-Dummer, Ontario",730742.4431998825,4925946.397427637,17,T,6709,14.6
"Plessisville, Quebec",285329.0163389384,5121890.658318355,19,T,6688,1546.0
"Ritchot, Manitoba",635903.0276197451,5503054.451620819,14,U,6679,20.0
"Otonabee-South Monaghan, Ontario",720949.0965602659,4901508.281822859,17,T,6670,19.2
"Shediac, New Brunswick",381737.9543936384,5119267.383246912,20,T,6664,123.5
"Slave Lake, Alberta",641585.2067161289,6128804.789245744,11,U,6651,460.5
"Port-Cartier, Quebec",652775.6061784425,5544513.433524698,19,U,6651,6.0
"Saint-Lambert-de-Lauzon, Quebec",329383.9348874629,5161624.35866627,19,T,6647.00,62.20
"Barrington, Nova Scotia",292940.78188724024,4826709.663211048,20,T,6646,10.5
"Rocky Mountain House, Alberta",641472.3308274406,5804814.075744935,11,U,6635,521.8
"Chatsworth, Ontario",510355.8826513763,4914088.230230856,17,T,6630,11.1
"Stephenville, Newfoundland and Labrador",384380.6011016676,5378618.345961196,21,U,6623,185.6
"Muskoka Falls, Ontario",613401.4607169171,4998003.383481096,17,T,6588.00,8.30
"Devon, Alberta",318203.6710538339,5916165.235213824,12,U,6578,460.2
"Yarmouth, Nova Scotia",731741.2213808271,4857708.234004099,19,T,6518,616.9
"Boischatel, Quebec",336242.7895454563,5196295.476990718,19,T,6465,308.8
"Parry Sound, Ontario",575747.688672174,5020431.382376475,17,T,6408,478.2
"Pointe-Calumet, Quebec",580470.5356849516,5039012.430010718,18,T,6396,1382.4
"Beaubassin East / Beaubassin-est, New Brunswick",398710.06270313996,5114061.671427444,20,T,6376.00,21.90
"Wainfleet, Ontario",632613.3727110554,4753767.147646349,17,T,6372,29.3
"Cramahe, Ontario",269154.40070717095,4885167.545734971,18,T,6355,31.4
"Beauceville, Quebec",362414.2159657226,5117814.890834503,19,T,6354,37.9
"North Middlesex, Ontario",448506.43557778664,4777666.894114547,17,T,6352,10.6
"Amqui, Quebec",615809.0874650687,5369359.4933689,19,U,6322,52.3
"Sainte-Catherine-de-la-Jacques-Cartier, Quebec",300512.1998856638,5191819.89403263,19,T,6319,52.1
"Clarenville, Newfoundland and Labrador",279505.2584058252,5337957.907440637,22,U,6291,44.7
"Mont-Joli, Quebec",560479.2863640429,5381092.628138219,19,U,6281,272.6
"Dysart et al, Ontario",703821.0717177102,5008911.71688692,17,T,6280.00,4.20
"Wainwright, Alberta",508980.22763575823,5853735.113700887,12,U,6270,688.7
"Contrecoeur, Quebec",637168.2459904129,5078899.310847021,18,T,6252,102.2
"Beresford, New Brunswick",284050.7066809621,5288985.191346302,20,T,6248.00,13.70
"Saint-Joseph-du-Lac, Quebec",578080.6657587285,5042682.347019069,18,T,6195,149.7
"Hope, British Columbia",613078.4533423178,5471512.062117374,10,U,6181,151.0
"Gimli, Manitoba",639252.1538888301,5614080.126835256,14,U,6181,19.5
"Douglas, New Brunswick",658543.0142430912,5127427.640753833,19,T,6154.00,4.30
"Saint-Apollinaire, Quebec",307305.8436300707,5165647.4944095295,19,T,6110,63.0
"Hindon Hill, Ontario",678857.9617988975,4978040.358872225,17,T,6088,6.9
"Les Cèdres, Quebec",574482.744335854,5016716.405301529,18,T,6079,78.1
"La Broquerie, Manitoba",680633.7816195709,5474837.393474081,14,U,6076,10.5
"Kent, British Columbia",590907.4239727217,5459701.342807417,10,U,6067,35.9
"Tweed, Ontario",314824.4495625851,4941165.259007355,18,T,6044,6.3
"Saint-Félix-de-Valois, Quebec",621195.2899906393,5114133.952088231,18,T,6029,68.6
"Bay Roberts, Newfoundland and Labrador",328693.58485742786,5272658.160244088,22,T,6012,249.9
"Melfort, Saskatchewan",526259.7456701513,5856367.6475012805,13,U,5992,405.4
"Bonnyville, Alberta",516282.44402806746,6013224.330074976,12,U,5975,421.4
"Stettler, Alberta",382833.32921851974,5798422.385017219,12,U,5952,453.0
"Saint-Calixte, Quebec",589127.1457919789,5089135.086278383,18,T,5934,41.4
"Lac-Mégantic, Quebec",353081.41687767615,5049475.936374339,19,T,5932,272.5
"Perth, Ontario",401309.6198186579,4972601.728935067,18,T,5930,484.1
"Oliver Paipoonge, Ontario",313447.5534199336,5362716.886501985,16,U,5922,16.9
"Humboldt, Saskatchewan",491587.191197177,5783501.633782499,13,U,5869,1783.4
"Charlemagne, Quebec",618039.1927180733,5063690.300463557,18,T,5853,2704.0
"Pontiac, Quebec",411589.6601516981,5048375.535998157,18,T,5850,13.1
"St. Paul, Alberta",480515.3410668607,5982761.467307523,12,U,5827,674.2
"Petrolia, Ontario",406765.5277536723,4748487.769351978,17,T,5742,452.8
"Southwest Middlesex, Ontario",442713.26777757215,4733290.878865156,17,T,5723,13.4
"Front of Yonge, Ontario",431138.4818639534,4931473.35505611,18,T,5710,20.3
"Vegreville, Alberta",430194.2518123404,5927607.970821561,12,U,5708,405.4
"Sainte-Brigitte-de-Laval, Quebec",332746.5495467153,5207513.073310175,19,T,5696,52.4
"Princeville, Quebec",277414.54431418667,5116610.988689172,19,T,5693,29.3
"Verchères, Quebec",628260.7016545888,5071294.906841472,18,T,5692,77.7
"The Pas, Manitoba",351689.99331797875,5966405.9952426115,14,U,5689,115.3
"Saint-Césaire, Quebec",656483.426206471,5031187.7886865055,18,T,5686,68.1
"La Ronge, Saskatchewan",480857.2285241731,6105960.516240478,13,U,5671,163.9
"Tay Valley, Ontario",390722.23342069105,4969073.334978056,18,T,5665,10.3
"South Bruce, Ontario",483974.1477613959,4875590.851022,17,T,5639,11.6
"McMasterville, Quebec",637904.0109236145,5045569.376794537,18,T,5615,1810.3
"Redcliff, Alberta",515862.46677636955,5547460.118279093,12,U,5600,344.6
"Crowsnest Pass, Alberta",679674.6484123449,5496627.693355823,11,U,5589.00,15.00
"Saint-Philippe, Quebec",619850.8382028616,5022970.71371672,18,T,5495,88.5
"Richelieu, Quebec",636842.558373884,5034431.183999718,18,T,5467,176.2
"Notre-Dame-du-Mont-Carmel, Quebec",680372.5835302657,5150430.880270622,18,T,5467,42.6
"L'Ange-Gardien, Quebec",464894.82569433766,5047849.4286603425,18,T,5464,25.0
"Sainte-Martine, Quebec",594166.1114534928,5011423.210865168,18,T,5461,86.4
"Saint-Pie, Quebec",664065.6920943859,5040641.485655488,18,T,5438,49.9
"Peachland, British Columbia",302947.1891837219,5517053.599607443,11,U,5428,340.1
"Ashfield-Colborne-Wawanosh, Ontario",451787.9276572897,4857242.615360891,17,T,5422,9.2
"Trent Lakes, Ontario",703465.4935594777,4949130.903708331,17,T,5397,6.3
"Northern Rockies, British Columbia",456911.3451145138,6540293.757199955,10,V,5393,0.063
"Cookshire, Quebec",290776.91237624176,5027849.535508372,19,T,5393.00,18.20
"West St. Paul, Manitoba",635054.8718045675,5541656.235727606,14,U,5368,61.1
"Windsor, Quebec",265898.4844369388,5050285.057321371,19,T,5367,375.5
"L’Epiphanie, Quebec",617758.1504277006,5078500.146086164,18,T,5353,2367.9
"Creston, British Columbia",535775.1559201317,5437576.344554519,11,U,5351,626.8
"Smithers, British Columbia",617812.0250900849,6072060.782836315,9,U,5351,514.9
"Cornwall, Prince Edward Island",484511.44164417643,5120811.090966194,20,T,5348,189.7
"Meadow Lake, Saskatchewan",667563.9286608573,6000379.440861457,12,U,5344,433.6
"Lanark Highlands, Ontario",380620.3768499758,4993845.508658052,18,T,5338,5.1
"Sackville, New Brunswick",393983.074928881,5083845.011892426,20,T,5331,71.9
"Grand Falls, New Brunswick",595775.7742599132,5209757.923192666,19,T,5326,294.4
"Cochrane, Ontario",498780.15173040127,5434870.681366692,17,U,5321,9.9
"Marystown, Newfoundland and Labrador",638941.8313622834,5225319.524352014,21,T,5316,85.8
"Sioux Lookout, Ontario",577474.9744266041,5550311.171121613,15,U,5272,13.9
"Didsbury, Alberta",698395.7342317429,5727766.200478009,11,U,5268,321.7
"Saint-Honoré, Quebec",346207.7329231157,5377672.643294512,19,U,5257,27.8
"Fernie, British Columbia",640251.8042740409,5485311.110690968,11,U,5249,388.8
"Deer Lake, Newfoundland and Labrador",468884.66158442385,5446931.011990426,21,U,5249,71.7
"Woodstock, New Brunswick",608238.4779751343,5111913.113340893,19,T,5228,356.7
"Val-David, Quebec",560364.4909012129,5097676.433415614,18,T,5209,103.9
"Flin Flon, Saskatchewan",314870.7616346027,6072629.420021345,14,U,5185,448.9
"Hudson, Quebec",566466.4980316721,5033293.0360658765,18,T,5165,234.5
"Gananoque, Ontario",406717.61073589895,4909191.872191255,18,T,5159,733.6
"Brokenhead, Manitoba",676347.3398574947,5557424.55550113,14,U,5122.00,6.80
"Saint-Paul, Quebec",620055.707804572,5093359.965372654,18,T,5122,103.7
"Burton, New Brunswick",701530.1705087984,5075197.467231354,19,T,5119.00,19.80
"Spallumcheen, British Columbia",342944.70873328415,5590581.325742531,11,U,5106.00,20.00
"Westlock, Alberta",313818.180654033,6004211.866891366,12,U,5101,381.4
"Témiscouata-sur-le-Lac, Quebec",509006.676131104,5280741.523598087,19,T,5096,23.3
"Shannon, Quebec",308254.20706699963,5195270.768926564,19,T,5086,79.8
"Osoyoos, British Columbia",319748.3650240751,5433998.587107465,11,U,5085,598.2
"Montréal-Ouest, Quebec",605776.5711610878,5034231.655174147,18,T,5085,3614.6
"Hearst, Ontario",308545.4349351221,5507202.542882119,17,U,5070,51.5
"Saint-Henri, Quebec",342002.63503544364,5173901.3319747215,19,T,5023,41.1
"Ste. Anne, Manitoba",675458.6385996713,5499060.423675139,14,U,5003.00,10.50
"Antigonish, Nova Scotia",579267.177832017,5051964.318484345,20,T,5002,871.7
"Espanola, Ontario",440900.6607839672,5122110.460490153,17,T,4996,60.3
"West Elgin, Ontario",445292.5040654534,4714758.040661251,17,T,4995,15.5
"Flin Flon (Part), Manitoba",317199.8716629972,6073035.741479921,14,U,4982.00,359.20
"Grand Bay-Westfield, New Brunswick",716042.2432380249,5026733.919128596,19,T,4964,83.0
"Sainte-Anne-de-Bellevue, Quebec",581976.8697180309,5028353.7963882405,18,T,4958,473.0
"North Huron, Ontario",466230.8630790484,4853077.311785991,17,T,4932,27.6
"Oliver, British Columbia",314184.94491302804,5451085.334122968,11,U,4928.00,896.00
"Saint-Roch-de-l'Achigan, Quebec",608697.4953310222,5078334.635274982,18,T,4892,60.6
"Stirling-Rawdon, Ontario",293495.1435007691,4915869.677980403,18,T,4882,17.3
"Chisasibi, Quebec",645765.0042516639,5948456.004074911,17,U,4872.00,5.90
"Carbonear, Newfoundland and Labrador",332858.87500149413,5289532.227305793,22,T,4838,411.5
"Saint Marys, New Brunswick",693762.867504792,5116532.573543474,19,T,4837.00,6.40
"Chertsey, Quebec",583370.2252300798,5113502.808696095,18,T,4836,16.8
"Armstrong, British Columbia",344087.4793265911,5590781.09206135,11,U,4830,927.7
"Stonewall, Manitoba",619625.7384749646,5554915.503757564,14,U,4809,802.8
"Shippagan, New Brunswick",380226.50861410913,5301503.144426655,20,T,4800.00,23.10
"Lanoraie, Quebec",638167.1371534779,5091893.73939933,18,T,4787,46.4
"Memramcook, New Brunswick",379980.4032281025,5095215.424618407,20,T,4778,25.5
"Centre Hastings, Ontario",305612.8875954822,4921056.227136331,18,T,4774,20.4
"Warwick, Quebec",268791.53536721517,5092820.399740902,19,T,4766,43.3
"East Ferris, Ontario",631000.2295683495,5125084.8420862835,17,T,4750,30.6
"Hanwell, New Brunswick",671165.5581788083,5081757.519967043,19,T,4750.00,31.40
"Saint-Joseph-de-Beauce, Quebec",354963.0035735652,5129104.046702076,19,T,4722,42.6
"Metchosin, British Columbia",460179.5862953343,5358887.955684647,10,U,4708,66.2
"Lucan Biddulph, Ontario",468859.35591359274,4783096.150739877,17,T,4700,27.8
"Rivière-Rouge, Quebec",510243.9698085259,5140356.047175827,18,T,4645,10.2
"Greenstone, Ontario",519113.59707994683,5538664.780775716,16,U,4636,1.7
"Saint-Mathias-sur-Richelieu, Quebec",635496.6795723002,5036258.182500925,18,T,4618,97.8
"Neepawa, Manitoba",466790.57292126847,5564185.068588605,14,U,4609,206.5
"Gibsons, British Columbia",463463.44246463623,5472356.63774233,10,U,4605,1066.0
"Kindersley, Saskatchewan",628033.7219609361,5703459.438538116,12,U,4597,347.5
"Jasper, Alberta",423913.08225689415,5861890.166529028,11,U,4590.00,5.00
"Barrhead, Alberta",669933.5612480004,5999630.707299137,11,U,4579,560.4
"Les Coteaux, Quebec",560391.4546203276,5014343.969617158,18,T,4568,393.2
"Melville, Saskatchewan",654047.4625381579,5644395.90702297,13,U,4562,307.8
"Saint-Germain-de-Grantham, Quebec",688979.4942650972,5078405.620140791,18,T,4551,51.9
"Iroquois Falls, Ontario",524492.0427449903,5401575.028030721,17,U,4537,7.6
"Havelock-Belmont-Methuen, Ontario",269717.9008118843,4938909.470804972,18,T,4530,8.3
"Cornwallis, Manitoba",438965.3618609708,5516527.955950475,14,U,4520.00,9.00
"Saint-Boniface, Quebec",667526.661651979,5151919.208840966,18,T,4511,41.4
"Edenwold No. 158, Saskatchewan",546429.7296261641,5596276.024694723,13,U,4490.00,5.30
"Coverdale, New Brunswick",353972.0722066655,5095809.906942715,20,T,4466.00,18.90
"Vanderhoof, British Columbia",433890.787694358,5985583.680585016,10,U,4439,81.0
"Southwold, Ontario",474081.8868034894,4733101.953126651,17,T,4421,14.7
"Goulds, Newfoundland and Labrador",366974.3153850534,5256871.318537232,22,T,4418.00,721.30
"Saint Stephen, New Brunswick",634830.5726239288,5006601.733947019,19,T,4415,326.6
"Waterloo, Quebec",694526.1126484894,5024832.098262185,18,T,4410,360.2
"Nipawin, Saskatchewan",565276.416781848,5912455.592037441,13,U,4401,505.0
"Neuville, Quebec",302510.43259692297,5175068.275392195,19,T,4392,61.0
"Saint-Cyrille-de-Wendover, Quebec",698982.1109700106,5089840.21421233,18,T,4389,39.8
