"city, province_name",x,y,population,density
"Coldstream, British Columbia",-13274637.770065367,6484463.499744299,10314,155.6
"Chester, Nova Scotia",-7157843.25800749,5566588.421489562,10310,9.2
"Queens, Nova Scotia",-7204230.089821047,5470596.881986025,10307,4.3
"Selkirk, Manitoba",-10785066.414066436,6471182.072034682,10278,413.4
"Saint-Félicien, Quebec",-8065097.107972671,6215681.042900641,10278,28.3
"Hawkesbury, Ontario",-8304434.013178207,5716479.015326831,10263,1067.3
"Roberval, Quebec",-8040606.819998151,6193804.451770031,10227,66.8
"Sainte-Agathe-des-Monts, Quebec",-8268811.77612436,5788365.378851466,10223,78.6
"North Dumfries, Ontario",-8947860.66996333,5360806.644180017,10215,54.5
"Rideau Lakes, Ontario",-8484404.233943695,5569201.956988645,10207,14.0
"Sechelt, British Columbia",-13776254.527528936,6355709.6234468855,10200,212.9
"North Glengarry, Ontario",-8319272.901300952,5674146.259774846,10109,15.7
"South Huron, Ontario",-9072538.499651797,5360806.644180017,10096,23.4
"Marieville, Quebec",-8144879.78702421,5689995.6027905,10094,160.8
"Tay, Ontario",-8879588.426259816,5577031.418797275,10033,72.1
"Temiskaming Shores, Ontario",-8870304.380727656,6026824.27775138,9920,55.7
"Hinton, Alberta",-13087153.483671336,7059461.31853177,9882,294.8
"Saint-Sauveur, Quebec",-8256566.632137101,5764338.606003876,9881,206.8
"Quesnel, British Columbia",-13635824.989893222,6979003.504000562,9879,279.2
"Elizabethtown-Kitley, Ontario",-8447290.315713217,5574415.626655293,9854,17.7
"Morinville, Alberta",-12651426.732808303,7132783.987124487,9848,882.8
"Grey Highlands, Ontario",-8961219.008858522,5517166.83837449,9804,11.1
"Stratford, Prince Edward Island",-7023068.750504074,5815143.811412148,9706,430.8
"Alfred and Plantagenet, Ontario",-8339688.895912438,5711182.411310465,9680,24.7
"Mont-Tremblant, Quebec",-8304434.013178207,5799070.23983849,9646,40.5
"Martensville, Saskatchewan",-11874082.728598874,6852677.387440828,9645,1421.2
"Saint-Raymond, Quebec",-7996446.378000458,5925766.774835779,9615,14.3
"Amherst, Nova Scotia",-7148570.344424412,5751023.765526555,9550,779.7
"Ramara, Ontario",-8818362.706323514,5563975.638398988,9488,22.7
"Bois-des-Filion, Quebec",-8209812.446003926,5727097.591604395,9485,2216.2
"Leeds and the Thousand Islands, Ontario",-8469186.859552253,5535346.8722634725,9465,15.1
"Carignan, Quebec",-8159718.675146952,5692645.178123244,9462,151.9
"Brockton, Ontario",-9041001.687910061,5491275.737184535,9461,16.7
"Laurentian Valley, Ontario",-8596525.22507068,5743264.642282851,9387,17.0
"East St. Paul, Manitoba",-10799137.197702708,6442328.218540104,9372,222.6
"Lorraine, Quebec",-8213519.385047342,5729742.2614797745,9352,1570.0
"Sainte-Julienne, Quebec",-8206472.8612801265,5775543.001861866,9331,94.0
"Blackfalds, Alberta",-12668158.05227453,6869729.955979343,9328,567.3
"Malahide, Ontario",-9009765.43879347,5280486.883807307,9292,23.5
"Oromocto, New Brunswick",-7400386.164547876,5756152.332587549,9223,411.0
"Olds, Alberta",-12702299.740100829,6762747.394598487,9184,615.3
"Huron East, Ontario",-9048048.211677276,5408361.233223647,9138,13.8
"Stanley, Manitoba",-10916612.656336848,6297475.92995546,9038.00,10.80
"Penetanguishene, Ontario",-8898134.253425974,5584867.64879163,8962,350.3
"Qualicum Beach, British Columbia",-13851851.59372665,6334459.091033018,8943,497.4
"Notre-Dame-des-Prairies, Quebec",-8174557.563269697,5788365.378851466,8868,487.3
"West Perth, Ontario",-9039142.652413813,5383786.469627541,8865,15.3
"Cavan Monaghan, Ontario",-8734873.088228561,5496444.989877837,8829,28.8
"Arnprior, Ontario",-8499243.122066436,5689995.6027905,8795,672.7
"Smiths Falls, Ontario",-8462140.335785039,5605792.247207348,8780,909.1
"Pont-Rouge, Quebec",-7981607.489877716,5901362.752209635,8723,72.0
"Champlain, Ontario",-8309999.987717873,5705873.054657281,8706,42.0
"Coaticook, Quebec",-7992739.438957042,5642531.3114081025,8698,39.6
"Minto, Ontario",-9002039.866132416,5452560.352713678,8671,28.8
"Morden, Manitoba",-10920508.838514613,6307485.759894837,8668,401.0
"Mono, Ontario",-8912984.273497798,5468026.910598387,8609,31.0
"Corman Park No. 344, Saskatchewan",-11888943.880619776,6841656.149546787,8568.00,4.50
"Ladysmith, British Columbia",-13783612.74587037,6274437.206958604,8537,711.9
"Bridgewater, Nova Scotia",-7182333.54598201,5522880.218014123,8532,625.9
"Dauphin, Manitoba",-11138995.603094572,6656605.825759364,8457.00,670.70
"Otterburn Park, Quebec",-8150445.761563874,5705873.054657281,8450,1580.6
"Taber, Alberta",-12484569.948058266,6409072.826314079,8428,537.9
"South Bruce Peninsula, Ontario",-9039142.652413813,5579632.295775038,8416,15.8
"Edson, Alberta",-12961418.118820332,7091329.968577266,8414,283.1
"Farnham, Quebec",-8124463.7924127225,5666232.0829679435,8330,90.5
"Kapuskasing, Ontario",-9176432.980409158,6345864.729342867,8292,98.3
"La Malbaie, Quebec",-7809062.279148142,6048823.575823632,8271,18.0
"Renfrew, Ontario",-8536323.644449675,5696089.211740452,8223,643.4
"Coaldale, Alberta",-12536433.698818851,6400215.571845422,8215,1028.5
"Portugal Cove-St. Philip's, Newfoundland and Labrador",-5883301.880118984,6045056.780639871,8147,128.4
"Zorra, Ontario",-9011312.779715495,5334831.3175768005,8138,15.4
"Kitimat, British Columbia",-14326818.465094307,7170156.293999948,8131,34.7
"Shelburne, Ontario",-8927823.16162054,5478342.112427782,8126,907.1
"Happy Valley, Newfoundland and Labrador",-6728895.864133769,7046063.448742282,8109.00,26.50
"Saint-Hippolyte, Quebec",-8239868.708518109,5769138.758302921,8083,67.0
"Castlegar, British Columbia",-13098530.335630408,6330290.577229817,8039,408.6
"Church Point, Nova Scotia",-7360077.376931631,5517166.83837449,8018,9.4
"Drumheller, Alberta",-12547866.21052332,6703712.549527171,7982,73.9
"Kirkland Lake, Ontario",-8909266.202505302,6131845.868039043,7981,30.4
"Argyle, Nova Scotia",-7330388.468737065,5434543.708480056,7899,5.2
"Torbay, Newfoundland and Labrador",-5870244.103848933,6048823.575823632,7899,212.1
"La Pêche, Quebec",-8458422.264792543,5729742.2614797745,7863,13.4
"Banff, Alberta",-12865405.058011133,6652858.222013943,7847,1646.0
"Innisfail, Alberta",-12684855.975893524,6806148.762452462,7847,404.6
"Nicolet, Quebec",-8083654.067087907,5815143.811412148,7828,81.5
"Rockwood, Manitoba",-10829928.168856125,6495884.4316076245,7823,6.5
"Drummond/North Elmsley, Ontario",-8482545.198447447,5616280.605265441,7773,21.2
"Dryden, Ontario",-10334155.684659204,6408831.453698497,7749,117.1
"Iqaluit, Nunavut",-7626576.237890727,9289028.52342628,7740.00,147.40
"Fort Frances, Ontario",-10397240.440091752,6210071.905839903,7739,303.4
"La Sarre, Quebec",-8816503.670827268,6240993.463458898,7719,51.9
"Trail, British Columbia",-13103417.261276232,6290996.306386587,7709,220.7
"Chandler, Quebec",-7200512.018828553,6165281.144871334,7703,18.4
"Stone Mills, Ontario",-8562327.877498986,5535346.8722634725,7702,10.9
"Hanover, Ontario",-9020585.693298575,5488684.44791228,7688,763.8
"South-West Oxford, Ontario",-8994614.856096504,5304364.431079144,7664,20.7
"Acton Vale, Quebec",-8078088.092548245,5724437.781233704,7664,84.2
"Bromont, Quebec",-8087361.006131326,5671517.978835232,7649,66.9
"Beckwith, Ontario",-8467706.310324702,5634644.913090013,7644,31.8
"Goderich, Ontario",-9094802.397810452,5424262.080325444,7628,882.8
"Plympton-Wyoming, Ontario",-9137471.158631511,5314514.102775068,7576,23.8
"Central Huron, Ontario",-9080330.864007324,5408361.233223647,7576,16.9
"Rigaud, Quebec",-8271038.165940226,5697930.805863978,7566,74.1
"Louiseville, Quebec",-8120756.853369308,5820502.805563706,7517,120.1
"Chibougamau, Quebec",-8278463.175976138,6431862.226550234,7504,10.7
"Aylmer, Ontario",-9015019.71875891,5276528.358303955,7492,1197.6
"Delson, Quebec",-8187548.5478452705,5679959.713007992,7462,982.6
"Kimberley, British Columbia",-12910556.243476884,6389268.986445101,7425,122.5
"Blandford-Blenheim, Ontario",-8972350.95793785,5347550.173676355,7399,19.4
"Bayham, Ontario",-8992755.820600256,5271465.091023794,7396,30.2
"Augusta, Ontario",-8415786.89981872,5582422.017550392,7353,23.4
"Puslinch, Ontario",-8924116.222577125,5380719.2033074135,7336,34.2
"Beauport, Quebec",-7937079.693560405,5936640.357682415,7281,118.8
"Saint-Rémi, Quebec",-8194973.557881181,5663606.118760089,7265,92.2
"St. Marys, Ontario",-9031717.642377904,5351370.748025548,7265,583.5
"Drayton Valley, Alberta",-12799169.960989136,7024205.136278763,7235,235.5
"Ponoka, Alberta",-12642187.215072462,6924630.5025247075,7229,417.1
"Labrador City, Newfoundland and Labrador",-7449132.969566249,6973754.623634499,7220,186.0
"Donnacona, Quebec",-7984880.282907037,5889137.536087314,7200,357.6
"Southgate, Ontario",-8970491.922441602,5480930.477499096,7190,11.4
"McNab/Braeside, Ontario",-8515941.045685427,5692645.178123244,7178,28.1
"Macdonald, Manitoba",-10847772.683230286,6389750.610224541,7162,6.2
"Hampstead, Quebec",-8196821.461428352,5697930.805863978,7153,3996.5
"Baie-Saint-Paul, Quebec",-7848024.100925787,6015837.3544284385,7146,13.1
"Merritt, British Columbia",-13446247.897072276,6465833.779416588,7139,273.9
"Bluewater, Ontario",-9083670.448731123,5380719.2033074135,7136,17.1
"East Zorra-Tavistock, Ontario",-8992755.820600256,5347550.173676355,7129,29.4
"Brownsburg, Quebec",-8287368.7352396,5727671.06785663,7122.00,28.80
"Stoneham-et-Tewkesbury, Quebec",-7951918.58168315,5969326.329717565,7106,10.6
"Asbestos, Quebec",-8007578.327079786,5743041.228661072,7096,239.1
"Huron-Kinloss, Ontario",-9076245.438695211,5473183.06162324,7069,16.0
"Coteau-du-Lac, Quebec",-8257679.827045034,5668874.641676818,7044,150.2
"The Blue Mountains, Ontario",-8948228.024282949,5540541.149653437,7025,24.5
"Whitewater Region, Ontario",-8553043.831966827,5735065.843642512,7009,13.0
"Edwardsburgh/Cardinal, Ontario",-8404621.554892154,5595316.049417061,6959,22.3
"Sainte-Anne-des-Monts, Quebec",-7402746.137752692,6297509.956862741,6933,26.3
"Old Chelsea, Quebec",-8436158.366633888,5700582.732404122,6909,60.7
"North Stormont, Ontario",-8348961.809495518,5655701.224597881,6873,13.3
"Alnwick/Haldimand, Ontario",-8686627.220918754,5478342.112427782,6869,17.25
"Peace River, Alberta",-13056629.679295817,7605120.138016282,6842,260.6
"Arran-Elderslie, Ontario",-9039142.652413813,5527553.215435856,6803,14.8
"Saint-Zotique, Quebec",-8265472.191400562,5660965.110251664,6773,268.8
"Val-Shefford, Quebec",-8078088.092548245,5676791.151211871,6711,56.7
"Douro-Dummer, Ontario",-8694052.230954666,5535346.8722634725,6709,14.6
"Plessisville, Quebec",-7990880.403460794,5815143.811412148,6688,1546.0
"Ritchot, Manitoba",-10810981.59152311,6388409.0129325,6679,20.0
"Otonabee-South Monaghan, Ontario",-8708891.119077409,5501617.164992298,6670,19.2
"Shediac, New Brunswick",-7183814.095209561,5815143.811412148,6664,123.5
"Slave Lake, Alberta",-12776204.750038482,7417435.076022693,6651,460.5
"Port-Cartier, Quebec",-7443566.995026585,6452044.812879926,6651,6.0
"Saint-Lambert-de-Lauzon, Quebec",-7928964.502681575,5874839.602156951,6647.00,62.20
"Barrington, Nova Scotia",-7298539.96242111,5398308.413563727,6646,10.5
"Rocky Mountain House, Alberta",-12793025.125097347,6868271.059892738,6635,521.8
"Chatsworth, Ontario",-9002407.220452035,5524437.617754941,6630,11.1
"Stephenville, Newfoundland and Labrador",-6519615.221442415,6198847.904540942,6623,185.6
"Muskoka Falls, Ontario",-8856356.048531258,5641442.577421428,6588.00,8.30
"Devon, Alberta",-12660610.590798749,7050483.368678848,6578,460.2
"Yarmouth, Nova Scotia",-7360166.432524267,5440113.215173304,6518,616.9
"Boischatel, Quebec",-7920381.769941415,5925766.774835779,6465,308.8
"Parry Sound, Ontario",-8909266.202505302,5674146.259774846,6408,478.2
"Pointe-Calumet, Quebec",-8234302.733978447,5700582.732404122,6396,1382.4
"Beaubassin East / Beaubassin-est, New Brunswick",-7159201.355795169,5808051.764317343,6376.00,21.90
"Wainfleet, Ontario",-8835984.581716089,5300563.040652109,6372,29.3
"Cramahe, Ontario",-8669929.297299765,5478342.112427782,6355,31.4
"Beauceville, Quebec",-7879560.91266752,5812457.491341966,6354,37.9
"North Middlesex, Ontario",-9087377.38777454,5334831.3175768005,6352,10.6
"Amqui, Quebec",-7506640.618510054,6184851.279582859,6322,52.3
"Sainte-Catherine-de-la-Jacques-Cartier, Quebec",-7972334.5762946345,5917624.531129298,6319,52.1
"Clarenville, Newfoundland and Labrador",-6007356.320659009,6132947.149316662,6291,44.7
"Mont-Joli, Quebec",-7589762.882285393,6203894.3482726915,6281,272.6
"Dysart et al, Ontario",-8727971.279799378,5653726.087339538,6280.00,4.20
"Wainwright, Alberta",-12341624.589930622,6952222.262927948,6270,688.7
"Contrecoeur, Quebec",-8152293.665111042,5756344.112095583,6252,102.2
"Beresford, New Brunswick",-7333661.261766387,6060084.19942541,6248.00,13.70
"Saint-Joseph-du-Lac, Quebec",-8237642.318702244,5705873.054657281,6195,149.7
"Hope, British Columbia",-13518850.46896765,6340578.932997464,6181,151.0
"Gimli, Manitoba",-10801296.795824097,6561704.255883841,6181,19.5
"Douglas, New Brunswick",-7451949.352683318,5825639.548777275,6154.00,4.30
"Saint-Apollinaire, Quebec",-7961202.627215307,5879732.6441278355,6110,63.0
"Hindon Hill, Ontario",-8764550.864474045,5611027.04121767,6088,6.9
"Les Cèdres, Quebec",-8243208.293241908,5668874.641676818,6079,78.1
"La Broquerie, Manitoba",-10743477.452306071,6342904.957850676,6076,10.5
"Kent, British Columbia",-13553148.004081057,6323068.906281669,6067,35.9
"Tweed, Ontario",-8608703.577363463,5558767.960998884,6044,6.3
"Saint-Félix-de-Valois, Quebec",-8174190.20895008,5807633.816672967,6029,68.6
"Bay Roberts, Newfoundland and Labrador",-5930913.2263312675,6038039.725750197,6012,249.9
"Melfort, Saskatchewan",-11645131.931884348,6956479.853919711,5992,405.4
"Bonnyville, Alberta",-12328633.605355049,7220828.762180802,5975,421.4
"Stettler, Alberta",-12547843.946625162,6858849.310414274,5952,453.0
"Saint-Calixte, Quebec",-8220944.395083253,5772340.302359437,5934,41.4
"Lac-Mégantic, Quebec",-7890692.861746849,5713822.367752549,5932,272.5
"Perth, Ontario",-8488111.172987109,5605792.247207348,5930,484.1
"Oliver Paipoonge, Ontario",-9965320.815813849,6171983.932057354,5922,16.9
"Humboldt, Saskatchewan",-11702249.962610375,6836714.21464645,5869,1783.4
"Charlemagne, Quebec",-8180123.53780936,5735065.843642512,5853,2704.0
"Pontiac, Quebec",-8475120.188411536,5713822.367752549,5850,13.1
"St. Paul, Alberta",-12389547.630717129,7168792.818093681,5827,674.2
"Petrolia, Ontario",-9143972.216893839,5294225.752381418,5742,452.8
"Southwest Middlesex, Ontario",-9094802.397810452,5273996.383612197,5723,13.4
"Front of Yonge, Ontario",-8445442.412166048,5548345.936295098,5710,20.3
"Vegreville, Alberta",-12473593.846266048,7074677.929871601,5708,405.4
"Sainte-Brigitte-de-Laval, Quebec",-7925947.744481078,5942074.072431108,5696,52.4
"Princeville, Quebec",-8002012.352540122,5807103.373113179,5693,29.3
"Verchères, Quebec",-8165284.649686615,5745690.636915765,5692,77.7
"The Pas, Manitoba",-11271465.797138566,7137082.807967702,5689,115.3
"Saint-Césaire, Quebec",-8126322.82790897,5687362.670078068,5686,68.1
"La Ronge, Saskatchewan",-11721942.380531708,7381298.312185915,5671,163.9
"Tay Valley, Ontario",-8502950.061109854,5600560.48415235,5665,10.3
"South Bruce, Ontario",-9039142.652413813,5470596.881986025,5639,11.6
"McMasterville, Quebec",-8152293.665111042,5708527.338604557,5615,1810.3
"Redcliff, Alberta",-12331783.946944498,6460003.200292248,5600,344.6
"Crowsnest Pass, Alberta",-12747595.640904613,6376516.0443732,5589.00,15.00
"Saint-Philippe, Quebec",-8178642.988581809,5676791.151211871,5495,88.5
"Richelieu, Quebec",-8154152.700607289,5692645.178123244,5467,176.2
"Notre-Dame-du-Mont-Carmel, Quebec",-8087361.006131326,5858139.5499618,5467,42.6
"L'Ange-Gardien, Quebec",-8399055.58035249,5713822.367752549,5464,25.0
"Sainte-Martine, Quebec",-8215378.42054359,5660965.110251664,5461,86.4
"Saint-Pie, Quebec",-8115190.878829644,5700582.732404122,5438,49.9
"Peachland, British Columbia",-13329050.73716512,6407159.277840184,5428,340.1
"Ashfield-Colborne-Wawanosh, Ontario",-9083670.448731123,5444836.821100725,5422,9.2
"Trent Lakes, Ontario",-8731155.017236063,5569201.956988645,5397,6.3
"Northern Rockies, British Columbia",-13775786.985667605,8180386.885935248,5393,0.063
"Cookshire, Quebec",-7978490.5441355035,5680419.2474654205,5393.00,18.20
"West St. Paul, Manitoba",-10810792.348388763,6448336.966499918,5368,61.1
"Windsor, Quebec",-8015003.337115697,5711182.411310465,5367,375.5
"L’Epiphanie, Quebec",-8180123.53780936,5756344.112095583,5353,2367.9
"Creston, British Columbia",-12969833.872324305,6290146.33132722,5351,626.8
"Smithers, British Columbia",-14156288.137148092,7319651.890062668,5351,514.9
"Cornwall, Prince Edward Island",-7035492.005676603,5819005.8222437445,5348,189.7
"Meadow Lake, Saskatchewan",-12071018.039761255,7193713.465619307,5344,433.6
"Lanark Highlands, Ontario",-8517833.477028914,5635385.940469218,5338,5.1
"Sackville, New Brunswick",-7165268.268043402,5764338.606003876,5331,71.9
"Grand Falls, New Brunswick",-7540715.514641876,5947690.836679059,5326,294.4
"Cochrane, Ontario",-9018737.789751407,6286186.575974611,5321,9.9
"Marystown, Newfoundland and Labrador",-6141128.952745285,5969326.329717565,5316,85.8
"Sioux Lookout, Ontario",-10232120.23939809,6463612.124257667,5272,13.9
"Didsbury, Alberta",-12705015.935676185,6739921.921373767,5268,321.7
"Saint-Honoré, Quebec",-7912956.759905503,6196040.013746057,5257,27.8
"Fernie, British Columbia",-12808732.305248277,6360850.678302297,5249,388.8
"Deer Lake, Newfoundland and Labrador",-6392733.265836243,6304505.401313723,5249,71.7
"Woodstock, New Brunswick",-7525008.334490945,5804773.013269878,5228,356.7
"Val-David, Quebec",-8262132.606676765,5785158.045300978,5209,103.9
"Flin Flon, Saskatchewan",-11340984.819138965,7316718.360520761,5185,448.9
"Hudson, Quebec",-8254340.242321236,5692645.178123244,5165,234.5
"Gananoque, Ontario",-8479205.613723649,5516653.276489779,5159,733.6
"Brokenhead, Manitoba",-10745881.953307204,6471043.111791823,5122.00,6.80
"Saint-Paul, Quebec",-8176416.598765943,5777673.437302579,5122,103.7
"Burton, New Brunswick",-7392348.8973126,5748500.509815628,5119.00,19.80
"Spallumcheen, British Columbia",-13270630.268396808,6523911.4341393905,5106.00,20.00
"Westlock, Alberta",-12673846.478254069,7199034.009813618,5101,381.4
"Témiscouata-sur-le-Lac, Quebec",-7667686.525840684,6053782.39151094,5096,23.3
"Shannon, Quebec",-7961202.627215307,5923046.421536906,5086,79.8
"Osoyoos, British Columbia",-13298905.419058299,6280377.76430235,5085,598.2
"Montréal-Ouest, Quebec",-8198368.802350377,5693216.4468393875,5085,3614.6
"Hearst, Ontario",-9312365.210616823,6392227.970589975,5070,51.5
"Saint-Henri, Quebec",-7911108.856358334,5893243.176525357,5023,41.1
"Ste. Anne, Manitoba",-10750212.281499064,6380484.217780493,5003.00,10.50
"Antigonish, Nova Scotia",-6899949.393686713,5719136.453741681,5002,871.7
"Espanola, Ontario",-9102227.407846363,5820502.805563706,4996,60.3
"West Elgin, Ontario",-9091095.458767036,5248759.413029361,4995,15.5
"Flin Flon (Part), Manitoba",-11336988.449419487,7317586.724819634,4982.00,359.20
"Grand Bay-Westfield, New Brunswick",-7373970.049382632,5678502.035472885,4964,83.0
"Sainte-Anne-de-Bellevue, Quebec",-8232354.642889564,5685332.985370287,4958,473.0
"North Huron, Ontario",-9063632.940388333,5439171.870925074,4932,27.6
"Oliver, British Columbia",-13308245.124335855,6306208.334300217,4928.00,896.00
"Saint-Roch-de-l'Achigan, Quebec",-8193114.522384935,5756344.112095583,4892,60.6
"Stirling-Rawdon, Ontario",-8637468.533784445,5522366.334454239,4882,17.3
"Chisasibi, Quebec",-8771285.69366704,7106870.932557117,4872.00,5.90
"Carbonear, Newfoundland and Labrador",-5925469.703231475,6063294.764672856,4838,411.5
"Saint Marys, New Brunswick",-7401599.546997521,5808405.427757047,4837.00,6.40
"Chertsey, Quebec",-8228736.759438783,5807633.816672967,4836,16.8
"Armstrong, British Columbia",-13268849.156544117,6524278.543444602,4830,927.7
"Stonewall, Manitoba",-10834291.892895224,6469584.169534471,4809,802.8
"Shippagan, New Brunswick",-7191372.6886344245,6082881.942727178,4800.00,23.10
"Lanoraie, Quebec",-8150445.761563874,5775014.476796594,4787,46.4
"Memramcook, New Brunswick",-7185673.130705808,5780349.220256351,4778,25.5
"Centre Hastings, Ontario",-8620770.610165453,5530155.555506982,4774,20.4
"Warwick, Quebec",-8013144.301619449,5772340.302359437,4766,43.3
"East Ferris, Ontario",-8827635.619906595,5823191.574167613,4750,30.6
"Hanwell, New Brunswick",-7435551.991689471,5759237.288367479,4750.00,31.40
"Saint-Joseph-de-Beauce, Quebec",-7890692.861746849,5828555.457219464,4722,42.6
"Metchosin, British Columbia",-13752164.989721272,6170626.192426511,4708,66.2
"Lucan Biddulph, Ontario",-9059547.515076222,5342463.601958378,4700,27.8
"Rivière-Rouge, Quebec",-8334122.921372773,5847379.004461812,4645,10.2
"Greenstone, Ontario",-9655106.790820235,6446275.841017158,4636,1.7
"Saint-Mathias-sur-Richelieu, Quebec",-8156011.736103537,5695295.538070954,4618,97.8
"Neepawa, Manitoba",-11072459.943447432,6486012.064408899,4609,206.5
"Gibsons, British Columbia",-13748357.863136142,6343486.5647075465,4605,1066.0
"Kindersley, Saskatchewan",-12151268.260674126,6704463.038445633,4597,347.5
"Jasper, Alberta",-13150305.03079836,6964761.918755127,4590.00,5.00
"Barrhead, Alberta",-12734949.746750496,7192288.930357783,4579,560.4
"Les Coteaux, Quebec",-8263245.801584697,5665709.99275991,4568,393.2
"Melville, Saskatchewan",-11444511.94557671,6609026.835262373,4562,307.8
"Saint-Germain-de-Grantham, Quebec",-8078088.092548245,5753675.552376627,4551,51.9
"Iroquois Falls, Ontario",-8979775.967973763,6235367.581287299,4537,7.6
"Havelock-Belmont-Methuen, Ontario",-8671788.332796011,5553563.267450283,4530,8.3
"Cornwallis, Manitoba",-11115039.648675859,6411383.4600446345,4520.00,9.00
"Saint-Boniface, Quebec",-8105917.965246564,5860839.829947802,4511,41.4
"Edenwold No. 158, Saskatchewan",-11615643.39877321,6536227.22995009,4490.00,5.30
"Coverdale, New Brunswick",-7223065.34766327,5780397.295596975,4466.00,18.90
"Vanderhoof, British Columbia",-13804607.601833982,7172865.008127914,4439,81.0
"Southwold, Ontario",-9052133.636989389,5273996.383612197,4421,14.7
"Goulds, Newfoundland and Labrador",-5873739.535859842,6016117.207816306,4418.00,721.30
"Saint Stephen, New Brunswick",-7489942.6948910635,5653062.5386325,4415,326.6
"Waterloo, Quebec",-8072522.118008581,5676791.151211871,4410,360.2
"Nipawin, Saskatchewan",-11579364.376723683,7049345.517276242,4401,505.0
"Neuville, Quebec",-7968616.50530214,5893243.176525357,4392,61.0
"Saint-Cyrille-de-Wendover, Quebec",-8063238.072476423,5769666.933528031,4389,39.8
"Central Frontenac, Ontario",-8549336.89292341,5577031.418797275,4373,4.3
"Mont-Orford, Quebec",-8035463.859523501,5679341.755540491,4337.00,31.80
"Saint-Jean-de-Matha, Quebec",-8185322.158029406,5817283.8004749715,4335,39.6
"Seguin, Ontario",-8884586.671396432,5667007.363850738,4304,7.2
"Tyendinaga, Ontario",-8593864.68924072,5511985.85679308,4297,13.7
"Hampton, New Brunswick",-7328496.037393578,5705825.3801173875,4289,203.4
"Sussex, New Brunswick",-7293285.682455666,5735065.843642512,4282,478.3
"Grand Forks, British Columbia",-13184680.489555323,6280513.597312133,4274,388.1
"La Pocatière, Quebec",-7796071.294572566,6002135.602995034,4266,196.3
"Caraquet, New Brunswick",-7231225.066338416,6071210.441132438,4248,62.1
"Saint-Étienne-des-Grès, Quebec",-8100351.990706901,5850059.831661865,4217,40.2
"Altona, Manitoba",-10860607.820518753,6292594.491303137,4212,445.2
"Stellarton, Nova Scotia",-6975279.2931065215,5709592.452630826,4208,468.1
"Wolfville, Nova Scotia",-7165268.268043402,5634644.913090013,4195,649.8
"New Maryland, New Brunswick",-7423306.847702211,5762915.059719094,4174,195.7
"Port Hardy, British Columbia",-14192433.57580867,6572353.204898644,4132,106.7
"Saint-Donat, Quebec",-8261765.252357148,5831246.680876115,4130,11.7
"Château-Richer, Quebec",-7905542.881818672,5936640.357682415,4126,18.0
"Madawaska Valley, Ontario",-8645817.49559394,5700582.732404122,4123,6.1
"Deep River, Ontario",-8626336.584705116,5796388.797364682,4109,82.0
"Asphodel-Norwood, Ontario",-8684957.428556856,5520248.816743054,4109,25.5
"Red Lake, Ontario",-10445475.175452476,6627186.222341144,4107,6.7
"Métabetchouan-Lac-à-la-Croix, Quebec",-8000164.448992954,6179245.6405288335,4097,21.9
"Berthierville, Quebec",-8146727.690571377,5793708.166928932,4091,596.8
"Vermilion, Alberta",-12340077.249008596,7048785.977969279,4084,315.8
"Niverville, Manitoba",-10802632.629713617,6378250.815273291,4083,1767.5
"Hastings Highlands, Ontario",-8675495.271839429,5658324.878150871,4078,4.2
"Carstairs, Alberta",-12701030.697905784,6721295.708744106,4077,342.1
"Danville, Quebec",-8016862.372611945,5745690.636915765,4070,26.7
"Channel-Port aux Basques, Newfoundland and Labrador",-6583000.539500105,6035514.980771455,4067,104.9
"Battleford, Saskatchewan",-12057604.041120663,6934736.452513583,4065,174.2
"Lac-Etchemin, Quebec",-7848024.100925787,5844682.851056053,4061,25.8
"Saint-Antonin, Quebec",-7734845.574636266,6068129.41799601,4027,22.9
"Saint-Jacques, Quebec",-8189407.583341518,5772340.302359437,4021,59.7
"Swan River, Manitoba",-11272957.478315197,6819278.104652088,4014,560.4
"Sutton, Quebec",-8079479.5861831615,5635858.968549921,4012.00,16.30
"Northern Bruce Peninsula, Ontario",-9059180.160756603,5634124.653699231,3999,5.1
"L’Islet-sur-Mer, Quebec",-7831326.1773067955,5958411.9199897945,3999,33.3
"Carleton-sur-Mer, Quebec",-7361925.2804788,6123507.424977484,3991,18.0
"Oka, Quebec",-8246547.8779657055,5695819.354793287,3969,69.3
"Prescott, Ontario",-8406480.590388402,5577031.418797275,3965,1273.5
"Amaranth, Ontario",-8931530.100663956,5462858.183466126,3963,15.0
"Marmora and Lake, Ontario",-8653665.519694867,5565414.922872652,3953,7.1
"Maniwaki, Quebec",-8456574.361245375,5840648.235152363,3930,677.7
"Morin-Heights, Quebec",-8265472.191400562,5764338.606003876,3925,69.5
"Dundas, New Brunswick",-7201781.061023595,5831053.272151958,3914.00,22.40
"Napierville, Quebec",-8170850.6242262805,5650424.627039407,3899,796.6
"Crabtree, Quebec",-8178275.634262191,5775014.476796594,3887,155.0
"Bancroft, Ontario",-8666222.358256346,5629396.400453145,3881,16.9
"Saint-Tite, Quebec",-8078088.092548245,5898649.976783362,3880,41.9
"Howick, Ontario",-9024671.118610688,5449979.971864045,3873,13.4
"Dutton/Dunwich, Ontario",-9072538.499651797,5261377.008321445,3866,13.1
"Callander, Ontario",-8840159.062620837,5808935.9494457515,3863.00,36.40
"Simonds, New Brunswick",-7325156.45266978,5671169.710233788,3843.00,13.70
